sample,outcome,AC009242.1,AC004637.1,AC246817.1,AL139241.1,PRDM16-DT,LINC01028,LINC00639,AL135841.1,HYMAI,KCNIP2-AS1,LINC00922,LINC01614,LINC01644,AC104237.3,AC016735.1,AC090125.1,AC008459.1,LINC00958,AC112721.2,LINC00924
TCGA-BH-A0DH-01A-11R-A084-07,1,0.0581,0,0.0358,0,0.1848,0,0.3111,0,0,0.0883,0.6558,10.5888,0,0.2551,0,0.1105,0,0.1038,0,0.1456
TCGA-A7-A13E-01B-06R-A277-07,1,0.6166,1.92,2.4908,0.8914,0.0413,0.0995,0.5875,6.9844,13.2373,2.8123,0.8458,23.5643,0.7429,0,0.9762,0,0,1.0425,1.0691,1.6313
TCGA-E2-A56Z-01A-12R-A29R-07,1,0.0667,0,0.0103,0,0.2793,0,0.0463,0,0,0.1521,0.6459,10.2348,5.6827,0.5861,0.528,0.1269,0,0,0.2313,0.1521
TCGA-AN-A0XL-01A-11R-A10J-07,1,0.1978,0.433,0.1601,0,1.2175,0.0598,0.5815,0.3938,0.1455,0.3947,1.197,16.105,6.7659,0.3259,0.2936,0,0.1511,1.0249,0,3.2139
TCGA-BH-A0DZ-01A-11R-A00Z-07,1,0.0478,0,0.1106,0.1152,0.2884,0,0.0142,0.2539,0,0,0.9841,78.5113,0,0,0,10.9201,0,0.1633,8.9561,0
TCGA-BH-A0DZ-11A-22R-A089-07,0,0.1043,1.3698,0.1206,0.2512,0.4192,0,0.4657,0.2768,0.0877,0.1189,0.1893,1.0189,0.1346,2.7488,9.5955,0,0.655,1.4112,0.1356,1.0523
TCGA-D8-A145-01A-11R-A115-07,1,0.3031,1.6223,0.2103,0,0.8378,0.7335,0.722,0.2683,0.0425,0.4609,1.4982,13.8224,10.9565,0.8324,0.5999,0,0.5832,0.6406,0.7884,0.9506
TCGA-E9-A1R6-01A-11R-A14D-07,1,0.0776,0.1511,0.012,0,0.078,0,0.0077,0.2748,0,0.4131,1.8166,35.5106,3.4739,0,0,0.2954,0,0,0.673,0
TCGA-AO-A12F-01A-11R-A115-07,1,0,0.3174,0.0251,0.4803,0.1366,0,0.3939,0.1925,0.1829,0.0827,0.1097,32.0329,0,0.1194,15.7091,0,0,0.0619,0.9427,0.7068
TCGA-A2-A1FV-01A-11R-A13Q-07,1,0.0637,0.3719,0.0663,0,0.2481,0.5395,0.4931,0.2537,0.0803,0.5085,0.7518,15.4922,0,0.3149,0,0,0.0216,0.2252,0.8284,0.3814
TCGA-E2-A1LA-01A-11R-A144-07,1,0.0192,0,0,0.0927,0.1644,0,0.0687,0,0,0.2194,0.6054,12.5327,2.2849,0,0.9138,1.4277,0.0131,0.7882,0.1001,0.0658
TCGA-S3-AA0Z-01A-11R-A41B-07,1,0.7003,3.2708,0.0216,0.0562,0.0821,0,9.6948,0.2479,0.0589,0.4259,0.226,9.3261,0,0,7.2063,0.2665,0,0.3871,1.2142,0.4951
TCGA-AR-A0TU-01A-31R-A109-07,1,0.0624,0,0.6926,3.7577,0,0,0.0433,0,0.035,0,0.1007,2.9802,0.0537,0,3.21,0.3561,0,0.0406,0.2163,0.0854
TCGA-A2-A0YK-01A-22R-A109-07,1,0.2915,0.6545,0.1037,0.3781,1.1154,0.217,0.7276,0.2381,0.1885,0.2557,1.2755,13.9237,2.7785,1.1821,1.8636,0.128,1.69,1.0935,1.5161,1.6414
TCGA-BH-A0AY-11A-23R-A089-07,0,0.3476,0.4349,0.1148,0.5384,1.0106,3.4244,1.9959,1.1865,0.1461,1.8119,0,0.21560000000000001,0,2.6181,1.7689,0,1.214,3.3058,0,3.1937
TCGA-EW-A1OZ-01A-11R-A144-07,1,0.0178,0,0.0248,0.043,0.0628,0,0.1381,0,0,0.2035,0.2592,86.3395,0.0922,0.1176,0,0.7131,0,0.7921,2.8778,0.0611
TCGA-S3-AA14-01A-11R-A41B-07,1,0.4856,0,0.0299,0.156,0.2765,0,0.2024,0,0.1089,0.0738,4.3884,41.6127,0.0836,0,0.7688,0.1848,0.1319,0.6157,7.7459,0.3322
TCGA-AC-A3QQ-01B-06R-A22O-07,1,1.7746,2.2664,0.1026,2.5386,0.0836,0,0.3632,0.7361,1.0724,0.8853,1.6109,21.0726,5.369,1.4619,2.6339,0,1.5252,0.6762,1.7308,0.4363
TCGA-OL-A66J-01A-11R-A29R-07,1,0.135,0,0.025,0,0.9498,0.5227,0.611,1.8638,0.1362,0.1847,1.4707,22.6313,21.8893,0.178,0.9618,1.5413,0.0367,0.0658,2.6686,1.2378
TCGA-E9-A1RB-01A-11R-A157-07,1,0.031,0.1812,0.0646,0.0374,0.0156,0.0751,0.0924,0,0.0261,0.1062,0.6199,26.1529,1.8032,0.1023,0,2.7465,0,0.0227,1.1303,0.0956
TCGA-D8-A73U-01A-11R-A33J-07,1,0.2163,0.1263,0.1801,0.1042,0.3261,0.157,0.1481,0.1149,0.0182,0.0987,1.8067,33.7266,8.8244,0,0.2569,0.247,0,0.0317,0.4501,0.37
TCGA-AC-A5XU-01A-11R-A28M-07,1,0,0.2811,0.0668,0,0.3387,0,0.215,0,0.0607,0.2196,1.1947,41.5067,0,0,0.5717,0.1374,0,0.0822,1.8784,0.0988
TCGA-AN-A0G0-01A-11R-A034-07,1,0.077,0.1123,1.2191,2.225,1.8369,0,0.2635,0.1022,0,0.1316,0.1164,22.8929,0,0.1268,9.5946,2.1964,0,0,2.702,0.3291
TCGA-D8-A1X9-01A-12R-A157-07,1,0.0852,0,0.1103,0.1231,0.1113,0,0.0963,0.0904,0.0286,0.3496,1.34,162.8699,0.0879,0,0,1.6527,0.0116,0.1329,3.9867,0.0583
TCGA-AN-A0AJ-01A-11R-A00Z-07,1,0.0567,0,0.0087,0,0.038,0,0.0338,0.1004,0,0,0.5495,29.4897,0,0,0,2.2674,0,0.0738,1.9678,0.0906
TCGA-BH-A0DV-01A-21R-A12P-07,1,0.0907,0,0.0336,0,0.2461,1.1413,0.4213,0,0,0.1241,4.2157,39.3904,0,0.2391,1.7232,0.6213,0.308,0.3627,2.5478,1.3529
TCGA-OL-A66I-01A-21R-A29R-07,1,0.0501,0,0.4057,0,0.0756,0,0.1567,0.2661,0.1896,0,1.1525,18.8264,0.3882,0,1.4877,0,0.034,0.0122,0.7821,0.2743
TCGA-AR-A2LH-01A-31R-A18M-07,1,0.2218,1.1101,0.044,0.0764,0.2707,0.3834,0.4718,0.3365,0.0533,0,0.3452,4.6793,0.4909,0.4177,3.0103,0.7236,0.1722,0.9119,1.1539,0.7372
TCGA-A8-A09G-01A-21R-A00Z-07,1,0.0173,0.1008,0.024,0.1664,0.2255,0,0.0874,0.1833,0.029,0.1575,1.5462,8.5463,4.4122,0,0,0.0985,0,0.0674,1.5265,0.1654
TCGA-AR-A1AU-01A-11R-A12P-07,1,0.1195,0.279,0.3867,0.1727,0.2041,0.1734,0.6046,0.5074,0.0803,0.3269,2.2265,30.605,7.1545,1.8893,4.2549,1.3636,0.8111,0.3262,46.5993,0.3759
TCGA-A8-A092-01A-11R-A00Z-07,1,0.0953,0.3338,0.0264,0,0.0287,0,0.6866,0,0.0962,0.3477,1.961,22.2663,1.7223,0,0.4526,0.3264,0,0.1208,1.5863,0.1174
TCGA-AR-A254-01A-21R-A169-07,1,0.1004,0.5863,0.1084,0.121,0.0252,0.0405,0.1495,0,0.2392,0.2672,2.4919,59.1693,0.3025,0.3309,0.1987,8.4078,0.1591,0.1796,4.2662,0.1603
TCGA-D8-A27L-01A-11R-A16F-07,1,0.1735,0.3376,0.1962,0.0464,0.3972,0.0466,0.551,0.1024,0.0324,0.5275,3.9665,54.1634,3.2349,0.127,1.3733,0.7702,0.0131,0.2538,4.7128,0.8573
TCGA-E9-A1RD-01A-11R-A157-07,1,0.1712,0.1999,0.0317,0.1237,0.1291,0.0414,0.1172,0.3636,0,0.5466,3.8129,28.2531,0.6188,0.1128,0.4066,0.0977,0,0.7431,0.6234,0.2577
TCGA-E9-A1RD-11A-33R-A157-07,0,0.6823,0.2656,0.1403,0.5845,1.1353,2.6415,1.7244,2.4957,0.1275,2.7316,0.0367,0.3292,0,0.3997,1.8003,0,0.0412,0.3106,0.0789,2.2926
TCGA-A8-A08R-01A-11R-A034-07,1,0.1066,1.8677,0.0411,0,0.0536,0,0.2222,8.4929,0.0299,0.2837,0.6884,17.2887,0,0.2343,5.2757,0.4058,0.0121,0,0.832,0.1216
TCGA-E2-A573-01A-11R-A29R-07,1,0.2142,0.3752,0.0793,0.2064,0.0969,0,0.0383,0.6824,0.1261,0.1465,0,3.1626,0.1659,0.1412,20.346,1.1004,0,0.1149,0.3342,0.3224
TCGA-A2-A4S3-01A-21R-A266-07,1,0.2686,0.3921,0.0932,0.1618,0.2194,0,0.13,0,0,0.1532,0.6909,30.1857,0.8669,0,0.7974,0.575,0,0,1.2227,0.2297
TCGA-A8-A09M-01A-11R-A00Z-07,1,0.0369,0.10780000000000001,0.1281,0.0889,0.0371,0,0.2473,0,0,0,0.8266,13.2264,0.6195,0,0,1.2644,0,0.045,0.096,0.0505
TCGA-E9-A1RH-11A-34R-A169-07,0,0.6919,1.5261,0.2347,0.2593,1.2749,2.7904,0.4715,2.5308,0.0646,4.2428,0.0372,0.2671,0,0.304,1.0954,0,0.0418,0.6974,0,0.8732
TCGA-BH-A1EV-11A-24R-A137-07,0,0.6571,1.4821,0.3592,0.7195,0.6228,4.4803,3.3699,1.0307,0.6529,1.4302,0.0181,0.3242,0.0386,2.165,7.8014,0.0852,1.2574,2.4251,0.0777,2.922
TCGA-B6-A2IU-01A-32R-A18M-07,1,0.1819,0,0.0631,0.1096,0.2285,0.11,0.3249,0,0,0.3111,0.8256,10.860900000000001,7.8655,0,0.5399,0,0,1.508,0.4731,0.1867
TCGA-AR-A1AQ-01A-11R-A12P-07,1,0.0412,0,0.0667,0,0.0104,0,0.5337,0,0.0693,0.047,0.2244,8.2319,0.1064,0,20.0611,0.9409,0,0.2512,0.643,0.0705
TCGA-BH-A1FC-11A-32R-A13Q-07,0,0.1414,4.5398,0.2452,0.7664,2.6464,1.2828,2.1361,1.126,0.0594,0.6448,0.2567,0,0.0912,0,2.9377,0.2017,0.24,0.4309,0,6.2632
TCGA-C8-A12U-01A-11R-A115-07,1,0,0.1404,0.0667,0.0579,0.0363,0,0.0859,0,0,0.1645,0.0873,4.1771,0.1862,0.1585,0,0,0,0.0117,0.3752,0.0165
TCGA-A8-A094-01A-11R-A00Z-07,1,0.035,0,0.2265,0.1685,0.1054,0,0.1978,0,0.0294,0.1595,0.1693,39.0303,2.528,0,0.4152,0.3992,0,0.2388,2.1829,0.2632
TCGA-AQ-A04J-01A-02R-A034-07,1,0.4538,0.2649,0.035,0.5466,0.152,0.0366,0.5539,0.8031,0.0509,0.4139,0.714,7.9478,0.039,0.299,7.7225,0.0863,0.1233,0.5237,0.9441,0.3519
TCGA-AC-A6IW-01A-12R-A33J-07,1,0.2725,0,0.0394,0,0.1284,0,0.0811,0.5426,0.0716,0.3107,0.0206,3.3284,0,0,3.0334,0,0,0.0249,0.0886,0.0816
TCGA-D8-A4Z1-01A-21R-A266-07,1,0.5423,2.7135,0.3225,2.9861,1.8295,3.2801,0.934,1.2339,0.228,0.265,0.4219,5.5506,0.3,1.021,9.1977,0,0.6312,0.7178,0.4029,1.4575
TCGA-E9-A1N5-01A-11R-A14D-07,1,0.2082,0,0.0481,0,0.1743,0.3358,0.2479,0,0.0583,0.3165,5.7109,44.8985,0,0,0,0.198,0,0.0338,1.6242,0.2136
TCGA-AC-A3EH-01A-22R-A22K-07,1,0.0206,0,0.1142,0,0.1448,0,0.0796,0,0,0.0939,1.3201,22.6995,14.026,0,0.2443,3.524,0,0.1204,0.7493,0.0282
TCGA-E2-A2P6-01A-11R-A19W-07,1,0.1135,0.0947,0.0525,0.0391,0.22,0.0392,0.2559,0.3444,0.0273,0.4067,1.57,7.5345,5.6932,0,0.3851,0,0.011,0.1423,0.5061,0.1664
TCGA-5L-AAT0-01A-12R-A41B-07,1,0.072,0.2103,0.1333,0,0.3981,0,0.2466,0,0.0908,0.1643,7.1485,30.0276,7.531,0.2373,2.5657,0,0.0978,0.3513,0.562,0.2957
TCGA-A7-A425-01A-11R-A24H-07,1,0.4974,0,0.0418,0.1634,0.6703,0.0547,0.525,0.4801,0.095,0.5155,0.8482,10.1121,7.8793,0.596,5.1002,0,0.5066,0.2646,0.3528,0.5878
TCGA-AN-A04A-01A-21R-A034-07,1,0.0178,0,0.0824,0,0.0268,0,0.1696,0,0.015,0.0406,1.487,46.7027,0.0919,0.1173,0.2114,2.5408,0.266,0.9639,6.3905,0.3776
TCGA-BH-A202-01A-11R-A14M-07,1,0.0158,0.0925,0.0293,0,0.0398,0,0.2406,0.0841,0.0266,0.0723,1.4385,18.4426,0,0,0.3763,0.2714,0,0.5101,1.0715,0.6288
TCGA-BH-A0E7-01A-11R-A034-07,1,0.1066,0.1245,0.0197,0,0.1285,0,0.2285,0,0,0.3889,0.258,67.301,0,0,0,0.8518,0,0.1767,7.8727,0.1313
TCGA-BH-A0DO-01B-11R-A12D-07,1,0.2587,0.1373,0.2067,0.2266,0.2009,0.1138,0.6371,0.2497,0.0989,0.3218,1.1101,4.8,2.3678,0.6199,4.4677,0,1.07,1.6057,0.4893,0.9493
TCGA-AO-A0JL-01A-11R-A056-07,1,0.3533,3.2816,0.0371,0,0.1533,0,0.043,0.0853,0.135,0.2197,0,6.4161,0.0415,0,2.2882,0,0,6.8689,0,0.4285
TCGA-A7-A0CJ-01A-21R-A00Z-07,1,0.0703,0.2735,0.0217,0,0.0353,0.0567,0.0349,0,0.0197,0.9615,0.0567,16.1731,0.3024,0,0,0.1337,0.0159,0.0571,1.5839,0.1763
TCGA-E2-A1LH-11A-22R-A14D-07,0,0.8139,1.5205,0.9035,0.8628,0.3435,0.3151,0.6106,0.3457,0.1916,0.297,0,0,0,3.0036,10.4367,0,2.2991,6.462,0,0.6459
TCGA-LL-A7T0-01A-31R-A352-07,1,0.2496,0,0.0128,0.2673,0.2927,0.0671,0.0661,0,0.0466,0.1898,1.0407,20.839,0.0716,0.3656,0.6587,1.8999,0.0188,0.0947,1.4428,0.0949
TCGA-EW-A1PG-01A-11R-A144-07,1,0.1048,0.204,0.8403,0,0.2634,0.3382,0.104,0,0.2644,0.0797,1.5646,46.8828,0.1804,1.1513,3.3187,0.5983,1.9217,1.3802,3.9981,0.3586
TCGA-A7-A3J0-01A-11R-A213-07,1,0.1647,0.0962,0.0152,0,0.0579,0,0.1569,0,0.0277,0.0376,0.0797,2.3605,0.0425,0.1086,0.3912,0,0,0,0.3427,0.2254
TCGA-BH-A18Q-01A-12R-A12D-07,1,0.4079,2.5514,0.10780000000000001,0.4212,0.205,0.282,0.2515,0.7735,0.245,0.4651,0.1763,4.5548,0.1504,3.2641,5.5349,0,0.2572,0.3694,0,0.5382
TCGA-C8-A26Z-01A-11R-A16F-07,1,0.0392,0,0.0726,0.0472,0.0493,0.0949,0.2277,0.2082,0.033,0.313,2.5632,28.5269,6.9861,0,0.2328,0.3358,0.1332,1.1093,4.7939,0.1342
TCGA-E2-A10E-01A-21R-A10J-07,1,0.0416,0.3646,0.0289,0.2006,0.1778,0.0504,0.3595,0,0.035,0.0949,0.4787,77.0237,14.4035,0.2744,0.7415,0.9506,0.0283,0.9544,5.3059,0.2849
TCGA-BH-A0DG-11A-43R-A12P-07,0,1.3813,1.1898,0.3142,2.5096,0.421,1.315,0.836,1.6832,0.1713,0.8262,0,0.0983,0.1169,0,6.4528,0.1293,3.0446,1.8111,0,1.6577
TCGA-E2-A1BD-01A-11R-A12P-07,1,0.1166,0,0.0809,0,0.2198,0,0.4124,0,0,0.2327,2.7882,8.3577,4.5169,0,0.3462,0.1664,0,0.1493,0.0758,0.2394
TCGA-OL-A5D8-01A-11R-A27Q-07,1,0.2485,0.3223,0.0383,0,0.0971,0,0.0986,0,0,0.2518,2.8066,16.9032,14.8239,0,0.6556,0,0,0.0269,0.5744,0.0944
TCGA-AR-A1AH-01A-11R-A12D-07,1,0.1268,0.1234,0.0293,0,0,0,0.1196,0.1122,0.5155,0.3375,0.3582,52.8816,0,0.2786,85.3468,0.724,0,0.0619,0.5498,0.1302
TCGA-EW-A1J3-01A-11R-A13Q-07,1,0.0993,0.0966,0.0306,0,0.0333,0,0.1724,0.3515,0.0417,0.1132,0.9214,30.1833,8.5447,0.1091,1.3754,0.6612,0.0112,0.5892,1.7216,0.1245
TCGA-AO-A03V-01A-11R-A115-07,1,0.2109,0.3079,0,0.2541,0.265,0,0.1649,0.28,0.0222,0.1203,2.9361,37.3297,3.0634,0,0.9393,0.602,0.0179,0.1929,2.606,0.5232
TCGA-GM-A2DM-01A-11R-A180-07,1,0.0529,0,0.6363,0,0.0266,0,0.6616,0,0,0.362,0.0961,18.842,0.2049,0,0,0,0.0359,0.0774,0.9633,0.181
TCGA-BH-A2L8-01A-11R-A18M-07,1,0.2761,0,0.0745,0.1109,0.3006,0.0557,0.3357,0.1222,0,0.0525,4.4003,29.2782,0.1188,0,0.5464,0.394,0.0625,0.1122,0.4788,0.2361
TCGA-A2-A1G1-01A-21R-A13Q-07,1,0.2194,0.0985,0.0156,0.2033,0.0594,0,0.3768,0.0896,0.0142,0.2309,0.5923,56.4277,0,0.2224,5.6103,1.3485,0,0,3.7744,0.1732
TCGA-A8-A075-01A-11R-A084-07,1,0.0989,0,0.1006,0,0.1391,0,0.0589,0.105,0.0499,0.2705,0.4308,33.5734,3.4201,0.1303,0,1.1286,0,0.0386,3.394,0.0812
TCGA-JL-A3YX-01A-11R-A22U-07,1,0.1101,0,0.017,0,0.1383,0.0444,0.153,0,0.0926,0.5441,1.1773,26.3808,1.611,0.2419,0.2179,0.7333,0.0623,0.0537,0.0955,0.2511
TCGA-BH-A0AV-01A-31R-A115-07,1,0.1297,0,0.05,0.2084,0.0217,0,0.0258,1.8369,0.0545,0.4438,1.1253,120.0044,0,0.4275,14.1207,25.3016,0,0.0527,9.5601,0.3403
TCGA-AC-A23H-11A-12R-A157-07,0,0.6232,1.6277,0.3945,0.5927,0.5274,5.0794,0.9082,1.9157,0.193,0.5236,0,0.1424,0,2.594,2.921,0,0.9466,1.2478,0,3.0857
TCGA-BH-A1FM-01A-11R-A13Q-07,1,0,0,0.1325,0,0,0,0.0746,0.3804,0,0.0817,0.9104,138.9852,1.6183,0,0,6.9515,0,0.0349,29.5312,0.2328
TCGA-BH-A0C3-11A-23R-A12P-07,0,1.335,1.7469,0.8943,4.1036,0.6824,0.2228,0.5002,0.8555,0.3677,0.5774,0.1393,0.2999,0.2377,6.0674,3.5528,0,2.7196,5.3881,0.1197,1.5748
TCGA-OL-A5S0-01A-11R-A28M-07,1,0.0287,0,0.0665,0,0.2166,0,0.1283,0.7628,0.1691,0,0.5912,7.8612,0.0742,0,26.6114,5.2484,1.8146,0,0,0.6684
TCGA-BH-A0DE-01A-11R-A115-07,1,0.1027,0,0.2565,0.6432,0.5263,0.2485,0.3485,0,0.0863,0.2342,0.3977,33.712,0.7953,0,2.6823,0.1172,0,0.1703,0.2136,1.4192
TCGA-D8-A141-01A-11R-A115-07,1,0.1559,0,0.4737,0,0.0783,0.053900000000000003,0.1657,0.2364,0.1685,0.2539,12.3418,83.8262,0.2874,0,0.2644,1.1438,0,0,3.2426,0.3656
TCGA-BH-A1EO-01A-11R-A137-07,1,0.0425,0.2478,0.1571,0,0.1493,0.1027,0.2401,0,0.0357,0.0968,6.474,170.3431,0.2192,0,0,2.4232,0,0,6.8453,0.7842
TCGA-GM-A2DN-01A-11R-A180-07,1,0.0947,0.1106,0.0526,0.1369,0.1999,0,1.8725,0.1006,0.0478,0.216,0.9171,22.2122,4.5484,0.1248,3.8239,0.7569,0,0.5451,0.1971,0.1685
TCGA-WT-AB44-01A-11R-A41B-07,1,0.0256,0,0.0237,0,0.2963,0,0.084,0,0.0862,0,2.0789,8.2382,0.0662,0,0.3044,3.6582,0,0.0375,1.3335,0.0175
TCGA-E2-A1L9-01A-11R-A13Q-07,1,0.1207,0.6039,0.1674,0.1246,0.104,0.0417,0.118,0,0.116,0.4718,3.0255,145.8361,9.1239,0,0,3.0505,0,0.042,2.0624,0.4128
TCGA-B6-A0I1-01A-11R-A21T-07,1,0.2283,0,0,0.0786,0.0082,0,0.0825,0,0.2468,0,0.0197,1.5578,0,0,4.8401,0.0931,0,14.9185,0,0
TCGA-A8-A08O-01A-21R-A056-07,1,0.099,0.1927,0.2137,0.159,0.0498,0.0799,0.167,0.1752,0,0.4516,4.9534,40.1315,0.0852,0.6525,1.5675,0.3768,0.1121,0.9497,11.3305,0.1581
TCGA-EW-A1IW-01A-11R-A13Q-07,1,0.0584,0,0.027,0,0.2347,0.3297,0.5042,0,0.0982,0.1776,1.5313,16.145,8.7941,0.6414,2.0801,1.8888,0.0661,0.6645,3.5437,0.7325
TCGA-AR-A251-01A-12R-A169-07,1,0.0788,3.9114,0.0243,0.0949,0.0528,0.1907,0.1173,2.7899,0.3203,0.2696,0.5724,33.0876,0.0339,0.0866,0.9359,3.8991,0,0.0384,6.7647,0.6651
TCGA-B6-A401-01A-11R-A239-07,1,0.5414,0.654,0.6908,0.2249,0.3565,0,0.1667,0,0.0785,0.4257,2.237,11.3502,0,0.2461,3.325,4.1559,0.1648,0.2367,0.1942,0.1277
TCGA-A7-A13E-01A-11R-A277-07,1,1.1387,1.1933,0.2431,0.8442,0.0293,0,0.1912,0.6201,1.522,0.5327,0.106,58.58,0.0754,0,1.7334,0.3333,0,2.8195,6.3787,0.1199
TCGA-A8-A09W-01A-11R-A00Z-07,1,0.0493,0,0.0114,0,0.0867,0,0.1394,0.1308,0.0207,0,2.3856,26.1059,0.0636,0,0,0.1406,0,0.024,0.5126,0.2528
TCGA-D8-A1XJ-01A-11R-A14M-07,1,0.0188,0.2195,0.0261,0.0453,0.0283,0.0455,0.0951,0.1996,0.0158,0.1715,1.3423,25.3055,3.7367,0.1239,0,0.2146,0,0.9534,1.0755,0.1157
TCGA-E9-A229-01A-31R-A157-07,1,0.2542,0.5708,0.2351,0.0942,0.1081,0,0.2096,0.2076,0.0164,0.1784,16.6371,64.9579,3.0793,0.6443,0.9287,0.6697,0,0.143,2.5427,0.2408
TCGA-D8-A1Y0-01A-11R-A14M-07,1,0.2023,0.2953,0.0936,0.325,0.4236,0.2448,0.5973,0.179,0.0284,0.4229,2.0202,22.0381,7.0513,0,0.4004,0,0.0229,0.1973,6.665,1.6957
TCGA-D8-A1X7-01A-11R-A14M-07,1,0.0825,0.1204,0.0763,0.0497,0.0725,0.0499,0.1289,0.1095,0.0173,0.2351,0.9984,42.0917,0.5857,0,0,0.2354,0,0.0503,2.5745,0.1834
TCGA-A8-A07O-01A-11R-A00Z-07,1,0.0349,0,0.0242,0.0842,0,0,0.0052,1.2055,0.1322,0.5974,0,6.1435,0,0,3.5254,0.6978,0.0119,0.0511,1.181,0.1673
TCGA-E2-A1LS-11A-32R-A157-07,0,0.5822,0.0708,0.1402,0.1753,0.7435,1.4967,0.9027,1.0947,0.0612,4.038,0,0.2107,0,0,0.144,0,0.0082,0.0473,0,0.9543
TCGA-LL-A50Y-01A-11R-A266-07,1,0.224,0,0,0,0.3537,0,0.0476,0,0,0,1.8203,10.1439,0,0,0,0.3653,0,0.3433,0.4993,0.1095
TCGA-B6-A0RS-01A-11R-A084-07,1,0,0,0.0364,0,0.1583,0.0381,0.9052,0,0.1457,0.1796,0.1525,11.2197,0,0,0.1871,0.8093,0,0.2382,0.3278,0.21560000000000001
TCGA-D8-A1XM-01A-21R-A14M-07,1,0.0391,0.5703,0.0452,0.0471,0.1276,0.1418,0.3548,0.1037,0.0493,0.2228,4.4221,93.076,0,0.1288,0.464,3.3457,0.0265,0.1048,6.9106,0.4946
TCGA-AO-A0J7-01A-11R-A034-07,1,0.1546,0,0.0102,0,0.0444,0,0.0855,0,0.0186,0.2015,0.6951,21.2939,0.6273,0,0.2623,0.6304,0,0.14,1.1489,0.0756
TCGA-A7-A2KD-01A-31R-A21T-07,1,0.1562,0,0.0451,0.047,0.1275,0,0.4068,0.2073,0.0492,0.3116,3.7095,54.3407,12.7004,0.2573,0.4636,2.1171,0,0.1428,1.4216,0.3339
TCGA-AR-A1AP-01A-11R-A12P-07,1,0.1562,0.7296,0.0434,0,0.157,0,0.1488,0.1659,0,0,1.021,62.4127,8.3887,0.6177,0.371,0.7134,0.0424,0.4114,1.9502,0.0641
TCGA-A2-A0T0-01A-22R-A084-07,1,0.2966,0.1082,0.0429,0,0.0559,0,0.6348,0.0984,0.4209,0.0846,1.1444,17.2299,0.2872,0.3666,1.1007,2.9632,0,0,0.5786,0.21560000000000001
TCGA-A2-A0CU-01A-12R-A034-07,1,0.0407,0.1187,0.0282,0,0.5209,0.0984,0.2784,0.1079,0.0171,0.3245,0.7873,10.5926,10.6528,0,0.2413,0.116,0,0.0198,0.6344,1.0708
TCGA-C8-A135-01A-11R-A115-07,1,0.0232,0,0.0429,0.1676,0.268,0,0.2071,0,0.039,0.1586,4.0136,30.4124,0.1796,0,0.2753,0.6618,0,0.0565,2.0505,0.2221
TCGA-AQ-A54O-01A-11R-A266-07,1,0.1695,0,0.0448,0,0.146,0,0.0433,0,0,0,1.9638,3.3653,12.3789,0,0,0,0.0658,0,0.5039,0
TCGA-BH-A0AU-01A-11R-A12P-07,1,0.1453,0,0.1613,0,0.1315,0,0.2596,0.1543,0,0.5966,3.5886,57.5623,0.8255,0.1916,0,1.1614,0,0.0709,12.2472,0.2585
TCGA-D8-A1XQ-01A-11R-A14M-07,1,0.0683,0.1994,0.4502,0.2057,0.0257,0,0.0254,1.8133,0.0144,0.1947,0.248,19.9476,0.0441,0,9.3266,2.2418,0,0.0833,1.8652,0.1285
TCGA-D8-A1Y1-01A-21R-A14M-07,1,0.0342,0,0.1188,0,0.0258,0.0414,0.051,0.1818,0.0432,0.2342,10.4227,106.3898,0.663,0,0.2033,1.9544,0.0349,0.2839,0.9796,0.0586
TCGA-AO-A1KP-01A-11R-A13Q-07,1,0.105,0.6129,0.0243,0.2108,0.0176,0,0.1406,0,0.0441,0.5187,2.7741,27.6571,13.0542,0.3459,0,0.5992,0.0713,0.0939,0.273,0.0599
TCGA-EW-A1OX-01A-11R-A144-07,1,0.0605,0,0.014,0,0.0152,0,0.4953,0.1606,0.0254,0.2759,0.0366,1.4449,0,0,0,0,0,0,3.3041,0.1863
TCGA-BH-A0E1-01A-11R-A056-07,1,0.0253,0,0.082,0,0.0763,0,0.2563,0,0,0.0577,2.7271,20.1195,5.8171,0.3337,0.3006,0.4335,0.1719,0.1358,3.0288,0.3637
TCGA-AR-A1AY-01A-21R-A12P-07,1,0.1352,0.3156,0.5001,0.1302,0.0407,0.2616,0.1207,0,0.1136,0.2466,0.1636,20.6591,0,0.5344,10.912,2.7772,0.2386,0.3164,2.8119,0.2034
TCGA-E2-A14X-01A-11R-A115-07,1,0.0661,30.0842,0.0051,0.8489,0.0553,0,0.1475,0,0.0648,0.226,0.5197,3.4427,0.0569,0.3628,8.7592,0.4399,0,0.0322,1.1454,0.1507
TCGA-AR-A1AI-01A-11R-A12P-07,1,0.391,0,0.1119,0.1346,0.0094,0,0.0499,0.0989,0.2974,0.2547,0.1803,3.7999,0.6729,0,36.2534,0,0,0.109,1.84,0.0892
TCGA-E9-A228-01A-31R-A157-07,1,0.164,0,0.1433,0.0878,0.0549,0,0.2821,0,0,0.0416,1.0365,10.3656,0,0,0.2163,0.728,0,0.4976,2.0851,0.8726
TCGA-E9-A1N9-01A-11R-A14D-07,1,0.0578,0,0.0935,0.1392,0.1161,0.1398,0.4729,0,0.0486,0.0659,1.678,20.5701,0.0746,0.1903,2.7435,0.4946,0.0392,0.2395,3.3052,0.5928
